Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Column1,Professional/Occupational Group,Notes,Valid?
Sep-13,Junior,,,AO,Human Resources Support Officer,,Home Office,Home Office,Border Force HR and Training,,,1BF14,,7.5,15386,18657,,Human Resources,,
Sep-13,Junior,,,CIO,HR Manager,,Home Office,Home Office,Border Force HR and Training,,,1BF14,,4.67,25816,31948,,Human Resources,,
Sep-13,Junior,,,EO,Human Resources Officer,,Home Office,Home Office,Border Force HR and Training,,,1BF14,,4.83,20235,24789,,Human Resources,,
Sep-13,Junior,,,Grade 6,Senior Human Resources Manager,,Home Office,Home Office,Border Force HR and Training,,,1BF14,,3.94,54705,70504,,Human Resources,,
Sep-13,Junior,,,Grade 7,Senior Human Resources Manager,,Home Office,Home Office,Border Force HR and Training,,,1BF14,,12.13,44656,57553,,Human Resources,,
Sep-13,Junior,,,HEO,HR Manager,,Home Office,Home Office,Border Force HR and Training,,,1BF14,,8.34,25297,30989,,Human Resources,,
Sep-13,Junior,,,IO,Operational Officer,,Home Office,Home Office,Border Force HR and Training,,,1BF14,,21.44,21505,26614,,Human Resources,,
Sep-13,Junior,,,SEO,HR Manager,,Home Office,Home Office,Border Force HR and Training,,,1BF14,,12.4,32602,39537,,Human Resources,,
Sep-13,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Border Force Transformation Team,,,1BF13,,2,15386,18657,,Operational Delivery,,
Sep-13,Junior,,,CIO,Operational Manager,,Home Office,Home Office,Border Force Transformation Team,,,1BF13,,2.16,25816,31948,,Operational Delivery,,
Sep-13,Junior,,,EO,Operational Officer,,Home Office,Home Office,Border Force Transformation Team,,,1BF13,,1,20235,24789,,Operational Delivery,,
Sep-13,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Border Force Transformation Team,,,1BF13,,2,54705,70504,,Operational Delivery,,
Sep-13,Junior,,,Grade 7,Senior Operational Manager,,Home Office,Home Office,Border Force Transformation Team,,,1BF13,,8,44656,57553,,Operational Delivery,,
Sep-13,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Border Force Transformation Team,,,1BF13,,11.16,25297,30989,,Operational Delivery,,
Sep-13,Junior,,,IO,Operational Officer,,Home Office,Home Office,Border Force Transformation Team,,,1BF13,,1,21505,26614,,Operational Delivery,,
Sep-13,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Border Force Transformation Team,,,1BF13,,6,32602,39537,,Operational Delivery,,
Sep-13,Junior,,,EO,Operational Officer,,Home Office,Home Office,Heathrow Transformation,,,1BF16,,1,20235,24789,,Operational Delivery,,
Sep-13,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Heathrow Transformation,,,1BF16,,0.9,54705,70504,,Operational Delivery,,
Sep-13,Junior,,,Grade 7,Senior Operational Manager,,Home Office,Home Office,Heathrow Transformation,,,1BF16,,2,44656,57553,,Operational Delivery,,
Sep-13,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Heathrow Transformation,,,1BF16,,1,32602,39537,,Operational Delivery,,
Sep-13,Junior,,,EO,Operational Officer,,Home Office,Home Office,Border Force Change,,,2BF04,,3,20235,24789,,Operational Delivery,,
Sep-13,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Border Force Change,,,2BF04,,1,32602,39537,,Operational Delivery,,
Sep-13,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Border Force Change,,,2BF04,,1,32602,39537,,Operational Delivery,,
Sep-13,Junior,,,HEO,Personal Secretary,,Home Office,Home Office,Communication Directorate,,,2COM01,,1,25297,30989,,Communications,,
Sep-13,Junior,,,Grade 6,Head of Direct Communications Unit,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,1,54705,70504,,Communications,,
Sep-13,Junior,,,Grade 7,Senior Correspondence Manager,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,1,44656,57553,,Communications,,
Sep-13,Junior,,,SEO,Correspondence Manager,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,2,32602,39537,,Communications,,
Sep-13,Junior,,,HEO,Communications Manager,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,0.8,25297,30989,,Communications,,
Sep-13,Junior,,,HEO,Correspondence Manager,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,3.86,25297,30989,,Communications,,
Sep-13,Junior,,,HEO,Drafting Officer Manager,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,2,25297,30989,,Communications,,
Sep-13,Junior,,,HEO,Management Information Officer,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,1,25297,30989,,Communications,,
Sep-13,Junior,,,SPS,Personal Secretary,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,1,19629,24291,,Communications,,
Sep-13,Junior,,,EO,Correspondence Manager,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,5.2,20235,24789,,Communications,,
Sep-13,Junior,,,EO,Drafting Officer,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,11.4,20235,24789,,Communications,,
Sep-13,Junior,,,EO,Management Information Officer,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,1,20235,24789,,Communications,,
Sep-13,Junior,,,EO,Communications Officer,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,1,20235,24789,,Communications,,
Sep-13,Junior,,,EO,Correspondence Officer,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,12.35,20235,24789,,Communications,,
Sep-13,Junior,,,AO,Correspondence Support Officer,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,9.5,15386,18657,,Communications,,
Sep-13,Junior,,,AA,Administrative Support Officer,,Home Office,Home Office,Direct Communications Unit,,,2COM01,,0.81,14043,15701,,Communications,,
Sep-13,Junior,,,Grade 6,Senior Communications Manager,,Home Office,Home Office,"Strategic Communications, Marketing and Insight",,,1COM03,,3.71,54705,70504,,Communications,,
Sep-13,Junior,,,Grade 7,Senior Strategy & Communication Manager,,Home Office,Home Office,"Strategic Communications, Marketing and Insight",,,1COM03,,8.8,44656,57553,,Communications,,
Sep-13,Junior,,,Senior Information Officer,Communications Manager,,Home Office,Home Office,"Strategic Communications, Marketing and Insight",,,1COM03,,11.8,36452,42447,,Communications,,
Sep-13,Junior,,,SEO,Communications Manager,,Home Office,Home Office,"Strategic Communications, Marketing and Insight",,,1COM03,,5,32602,39537,,Communications,,
Sep-13,Junior,,,Information Officer,Communications Officer,,Home Office,Home Office,"Strategic Communications, Marketing and Insight",,,1COM03,,15,28573,34650,,Communications,,
Sep-13,Junior,,,HEO,Communications Officer,,Home Office,Home Office,"Strategic Communications, Marketing and Insight",,,1COM03,,3.68,25297,30989,,Communications,,
Sep-13,Junior,,,Assistant Information Officer,Communications Officer,,Home Office,Home Office,"Strategic Communications, Marketing and Insight",,,1COM03,,2,24538,29757,,Communications,,
Sep-13,Junior,,,EO,Communications Officer,,Home Office,Home Office,"Strategic Communications, Marketing and Insight",,,1COM03,,2,20235,24789,,Communications,,
Sep-13,Junior,,,AO,Communications Support Officer,,Home Office,Home Office,"Strategic Communications, Marketing and Insight",,,1COM03,,1.62,15386,18657,,Communications,,
Sep-13,Junior,,,Grade 6,Deputy Head of News,,Home Office,Home Office,Press Office and Planning Unit,,,1COM04,,1,54705,70504,,Communications,,
Sep-13,Junior,,,Grade 7,Senior Press Officer,,Home Office,Home Office,Press Office and Planning Unit,,,1COM04,,6,44656,57553,,Communications,,
Sep-13,Junior,,,Senior Information Officer,Press Officer,,Home Office,Home Office,Press Office and Planning Unit,,,1COM04,,11,36452,42447,,Communications,,
Sep-13,Junior,,,Information Officer,Press Officer,,Home Office,Home Office,Press Office and Planning Unit,,,1COM04,,40.8,28573,34650,,Communications,,
Sep-13,Junior,,,EO,Administrative Support Staff,,Home Office,Home Office,Press Office and Planning Unit,,,1COM04,,1.8,20235,24789,,Communications,,
Sep-13,Junior,,,AO,Administrative Support Staff,,Home Office,Home Office,Press Office and Planning Unit,,,1COM04,,1,15386,18657,,Communications,,
Sep-13,Junior,,,Grade 6,Senior Communications Manager,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,1,54705,70504,,Communications,,
Sep-13,Junior,,,Grade 7,Senior Communications Manager,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,5,44656,57553,,Communications,,
Sep-13,Junior,,,Senior Information Officer,Communications Manager,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,9.5,36452,42447,,Communications,,
Sep-13,Junior,,,SEO,Communications Manager,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,2.28,32602,39537,,Communications,,
Sep-13,Junior,,,Librarian,Communications Officer,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,2,28573,34650,,Communications,,
Sep-13,Junior,,,Information Officer,Communications Officer,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,27.59,28573,34650,,Communications,,
Sep-13,Junior,,,EO,Communications Support Officer,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,6.04,20235,24789,,Communications,,
Sep-13,Junior,,,Assistant Information Officer,Communications Support Officer,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,2.81,24538,29757,,Communications,,
Sep-13,Junior,,,AO,Communications Support Officer,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,3,15386,18657,,Communications,,
Sep-13,Junior,,,Grade 7,Principal Private Secretary,,Home Office,Home Office,Director General's Office,,,3FC01,,1,44656,57553,,Finance,,
Sep-13,Junior,,,HEO,Office Manager,,Home Office,Home Office,Director General's Office,,,3FC01,,1,25297,30989,,Finance,,
Sep-13,Junior,,,HEO,Private Secretary,,Home Office,Home Office,Director General's Office,,,3FC01,,1,25297,30989,,Finance,,
Sep-13,Junior,,,EO,Assistant Private Secretary,,Home Office,Home Office,Director General's Office,,,3FC01,,1,20235,24789,,Finance,,
Sep-13,Junior,,,Grade 6,Strategic Finance & Performance Officer,,Home Office,Home Office,Value for Money,,,1FC01,,1.89,54705,70504,,Finance,,
Sep-13,Junior,,,Grade 7,Continuous Improvement Specialist,,Home Office,Home Office,Value for Money,,,1FC01,,10.67,44656,57553,,Finance,,
Sep-13,Junior,,,Grade 7,Operational Researcher,,Home Office,Home Office,Value for Money,,,1FC01,,0.8,44656,57553,,Finance,,
Sep-13,Junior,,,Grade 7,Strategic Finance & Performance Officer,,Home Office,Home Office,Value for Money,,,1FC01,,1,44656,57553,,Finance,,
Sep-13,Junior,,,SEO,Continuous Improvement Specialist,,Home Office,Home Office,Value for Money,,,1FC01,,30,32602,39537,,Finance,,
Sep-13,Junior,,,HEO,Continuous Improvement Specialist,,Home Office,Home Office,Value for Money,,,1FC01,,48.36,25297,30989,,Finance,,
Sep-13,Junior,,,EO,Programme Support Officer,,Home Office,Home Office,Value for Money,,,1FC01,,4.71,20235,24789,,Finance,,
Sep-13,Junior,,,Grade 6,Strategic Finance Manager,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,54705,70504,,Finance,,
Sep-13,Junior,,,Grade 7,Senior Finance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,2,44656,57553,,Finance,,
Sep-13,Junior,,,Grade 7,Senior Finance and Performance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,4,44656,57553,,Finance,,
Sep-13,Junior,,,Grade 7,Senior Performance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,44656,57553,,Policy,,
Sep-13,Junior,,,Grade 7,Senior Risk Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,44656,57553,,Policy,,
Sep-13,Junior,,,SEO,Finance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,0.6,32602,39537,,Finance,,
Sep-13,Junior,,,SEO,Finance and Performance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,2,32602,39537,,Finance,,
Sep-13,Junior,,,SEO,Business Planning,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,32602,39537,,Finance,,
Sep-13,Junior,,,HEO,Finance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,25297,30989,,Finance,,
Sep-13,Junior,,,EO,Business Support Officer,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,20235,24789,,Finance,,
Sep-13,Junior,,,EO,Finance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,2,20235,24789,,Finance,,
Sep-13,Junior,,,Grade 6,Senior Finance Manager,,Home Office,Home Office,Accounting and Finance,,,1FC05,,4.67,54705,70504,,Finance,,
Sep-13,Junior,,,Grade 7,Senior Finance Manager,,Home Office,Home Office,Accounting and Finance,,,1FC05,,7,44656,57553,,Finance,,
Sep-13,Junior,,,SEO,Finance Officer,,Home Office,Home Office,Accounting and Finance,,,1FC05,,24.67,32602,39537,,Finance,,
Sep-13,Junior,,,HEO,Finance Officer,,Home Office,Home Office,Accounting and Finance,,,1FC05,,19,25297,30989,,Finance,,
Sep-13,Junior,,,EO,Finance Support Officer,,Home Office,Home Office,Accounting and Finance,,,1FC05,,10,20235,24789,,Finance,,
Sep-13,Junior,,,AO,Finance Support Officer,,Home Office,Home Office,Accounting and Finance,,,1FC05,,1,15386,18657,,Finance,,
Sep-13,Junior,,,Grade 6,Internal Auditor,,Home Office,Home Office,Internal Audit Unit,,,1FC06,,2,54705,70504,,Internal Audit,,
Sep-13,Junior,,,Grade 7,Internal Auditor,,Home Office,Home Office,Internal Audit Unit,,,1FC06,,4.67,44656,57553,,Internal Audit,,
Sep-13,Junior,,,SEO,Internal Auditor,,Home Office,Home Office,Internal Audit Unit,,,1FC06,,21.69,32602,39537,,Internal Audit,,
Sep-13,Junior,,,HEO,Internal Auditor,,Home Office,Home Office,Internal Audit Unit,,,1FC06,,12.8,25297,30989,,Internal Audit,,
Sep-13,Junior,,,EO,Internal Audit Support Officer,,Home Office,Home Office,Internal Audit Unit,,,1FC06,,2.6,20235,24789,,Internal Audit,,
Sep-13,Junior,,,Grade 6,Senior Client Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,1,54705,70504,,Finance,,
Sep-13,Junior,,,Grade 6,Senior Finance Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,1,54705,70504,,Finance,,
Sep-13,Junior,,,Grade 7,Senior Business Support Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,1,44656,57553,,Finance,,
Sep-13,Junior,,,Grade 7,Senior Client Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,3,44656,57553,,Finance,,
Sep-13,Junior,,,Grade 7,Senior Finance Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,5,44656,57553,,Finance,,
Sep-13,Junior,,,Grade 7,Senior Performance and Business Support Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,1,44656,57553,,Finance,,
Sep-13,Junior,,,SEO,Business Support Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,2,32602,39537,,Finance,,
Sep-13,Junior,,,SEO,Finance Officer,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,10.19,32602,39537,,Finance,,
Sep-13,Junior,,,SEO,Client Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,0.63,32602,39537,,Finance,,
Sep-13,Junior,,,HEO,Business Support Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,6.78,25297,30989,,Finance,,
Sep-13,Junior,,,HEO,Finance Officer,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,10.69,25297,30989,,Finance,,
Sep-13,Junior,,,HEO,Support Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,2,25297,30989,,Finance,,
Sep-13,Junior,,,EO,Business Support Manager,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,8.8,20235,24789,,Finance,,
Sep-13,Junior,,,EO,Executive Assistant,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,19.39,20235,24789,,Finance,,
Sep-13,Junior,,,EO,Finance Officer,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,15.43,20235,24789,,Finance,,
Sep-13,Junior,,,AO,Apprentice - Administration,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,4,15386,18657,,Finance,,
Sep-13,Junior,,,AO,Business Support Assistant,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,2,15386,18657,,Finance,,
Sep-13,Junior,,,AO,Finance Support Officer,,Home Office,Home Office,Corporate Support Unit,,,1CS14,,6.83,15386,18657,,Finance,,
Sep-13,Junior,,,Grade 6,Senior Finance Manager,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,7.67,54705,70504,,Finance,,
Sep-13,Junior,,,Grade 7,Senior Finance Manager,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,16.23,44656,57553,,Finance,,
Sep-13,Junior,,,SEO,Finance Officer,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,48.03,32602,39537,,Finance,,
Sep-13,Junior,,,HEO,Finance Officer,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,41.28,25297,30989,,Finance,,
Sep-13,Junior,,,HEO,Business Support Manager,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,1,25297,30989,,Finance,,
Sep-13,Junior,,,EO,Finance Support Officer,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,70.44,20235,24789,,Finance,,
Sep-13,Junior,,,EO,Executive Assistant,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,2.41,20235,24789,,Finance,,
Sep-13,Junior,,,AO,Finance Support Officer,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,40.98,15386,18657,,Finance,,
Sep-13,Junior,,,AO,Executive Assistant,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,1,15386,18657,,Finance,,
Sep-13,Junior,,,AA,Finance Support Officer,,Home Office,Home Office,Operational Finance Unit,,,1FC10,,4.51,14043,15701,,Finance,,
Sep-13,Junior,,,Grade 6,Senior Procurement Manager,,Home Office,Home Office,Commercial - Major Projects,,,1FC28,,4,54705,70504,,Procurement,,
Sep-13,Junior,,,Grade 7,Senior Procurement Manager,,Home Office,Home Office,Commercial - Major Projects,,,1FC28,,5,44656,57553,,Procurement,,
Sep-13,Junior,,,SEO,Senior Procurement Officer,,Home Office,Home Office,Commercial - Major Projects,,,1FC28,,7,32602,39537,,Procurement,,
Sep-13,Junior,,,HEO,Procurement Officer,,Home Office,Home Office,Commercial - Major Projects,,,1FC28,,1,25297,30989,,Procurement,,
Sep-13,Junior,,,EO,Procurement Officer,,Home Office,Home Office,Commercial - Major Projects,,,1FC28,,1,20235,24789,,Procurement,,
Sep-13,Junior,,,Grade 6,Senior Procurement Manager,,Home Office,Home Office,Commercial - Policing,,,1FC25,,5,54705,70504,,Procurement,,
Sep-13,Junior,,,Grade 7,Senior Procurement Manager,,Home Office,Home Office,Commercial - Policing,,,1FC25,,10,44656,57553,,Procurement,,
Sep-13,Junior,,,SEO,Senior Procurement Officer,,Home Office,Home Office,Commercial - Policing,,,1FC25,,7,32602,39537,,Procurement,,
Sep-13,Junior,,,HEO,Procurement Officer,,Home Office,Home Office,Commercial - Policing,,,1FC25,,1,25297,30989,,Procurement,,
Sep-13,Junior,,,EO,Procurement Officer,,Home Office,Home Office,Commercial - Policing,,,1FC25,,1,20235,24789,,Procurement,,
Sep-13,Junior,,,Grade 6,Senior Procurement Manager,,Home Office,Home Office,"Commercial - Strategy, Intelligence & Performance",,,1FC31,,1,54705,70504,,Procurement,,
Sep-13,Junior,,,Grade 7,Senior Procurement Manager,,Home Office,Home Office,"Commercial - Strategy, Intelligence & Performance",,,1FC31,,1,44656,57553,,Procurement,,
Sep-13,Junior,,,SEO,Senior Procurement Officer,,Home Office,Home Office,"Commercial - Strategy, Intelligence & Performance",,,1FC31,,3,32602,39537,,Procurement,,
Sep-13,Junior,,,HEO,Procurement Officer,,Home Office,Home Office,"Commercial - Strategy, Intelligence & Performance",,,1FC31,,1,25297,30989,,Procurement,,
Sep-13,Junior,,,Grade 6,Senior Procurement Manager,,Home Office,Home Office,Commercial - Immigration,,,1UKBA49,,4,54705,70504,,Procurement,,
Sep-13,Junior,,,Grade 7,Senior Procurement Manager,,Home Office,Home Office,Commercial - Immigration,,,1UKBA49,,11,44656,57553,,Procurement,,
Sep-13,Junior,,,SEO,Senior Procurement Officer,,Home Office,Home Office,Commercial - Immigration,,,1UKBA49,,19,32602,39537,,Procurement,,
Sep-13,Junior,,,HEO,Procurement Officer,,Home Office,Home Office,Commercial - Immigration,,,1UKBA49,,25,25297,30989,,Procurement,,
Sep-13,Junior,,,EO,Procurement Officer,,Home Office,Home Office,Commercial - Immigration,,,1UKBA49,,25,20235,24789,,Procurement,,
Sep-13,Junior,,,AO,Procurement Officer,,Home Office,Home Office,Commercial - Immigration,,,1UKBA49,,6,15386,18657,,Procurement,,
Sep-13,Junior,,,Grade 7,Chief of Staff,,Home Office,Home Office,IT Leadership,,,2CS05,,1,44656,57553,,Information Technology,,
Sep-13,Junior,,,HEO,Office Manager,,Home Office,Home Office,IT Leadership,,,2CS05,,2,25297,30989,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Project Manager,,Home Office,Home Office,ICT and PPM People,,,1FC32,,14.83,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Project Manager,,Home Office,Home Office,ICT and PPM People,,,1FC32,,77.3,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,Project Manager,,Home Office,Home Office,ICT and PPM People,,,1FC32,,40.6,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,Project Manager,,Home Office,Home Office,ICT and PPM People,,,1FC32,,30.87,25297,30989,,Information Technology,,
Sep-13,Junior,,,EO,Project Support Officer,,Home Office,Home Office,ICT and PPM People,,,1FC32,,8,20235,24789,,Information Technology,,
Sep-13,Junior,,,AO,Project Support Officer,,Home Office,Home Office,ICT and PPM People,,,1FC32,,2,15386,18657,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Knowledge Information Management Manager,,Home Office,Home Office,KIM Strategy and Policy,,,2FC04,,1,54705,70504,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,Grade 7,Senior Knowledge Information Management Manager,,Home Office,Home Office,KIM Strategy and Policy,,,2FC04,,4,44656,57553,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,SEO,Knowledge Information Management Manager,,Home Office,Home Office,KIM Strategy and Policy,,,2FC04,,5,32602,39537,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,HEO,Knowledge Information Management Manager,,Home Office,Home Office,KIM Strategy and Policy,,,2FC04,,2,25297,30989,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,Grade 6,Senior Project Manager,,Home Office,Home Office,ICT Projects,,,1FC33,,0.4,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Project Manager,,Home Office,Home Office,ICT Projects,,,1FC33,,1,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,Project Manager,,Home Office,Home Office,ICT Projects,,,1FC33,,2,32602,39537,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Architect IT,,Home Office,Home Office,IT Architecture,,,1FC26,,9,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Architect IT,,Home Office,Home Office,IT Architecture,,,1FC26,,76.8,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,Architect IT,,Home Office,Home Office,IT Architecture,,,1FC26,,12,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,Architect IT,,Home Office,Home Office,IT Architecture,,,1FC26,,3.8,25297,30989,,Information Technology,,
Sep-13,Junior,,,EO,Programme Support Officer,,Home Office,Home Office,IT Architecture,,,1FC26,,1,20235,24789,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Programme Adviser,,Home Office,Home Office,IT Strategy and HO Portfolio,,,1FC37,,4,54705,70504,,Programme and Project Management (PPM),,
Sep-13,Junior,,,Grade 7,Programme Adviser,,Home Office,Home Office,IT Strategy and HO Portfolio,,,1FC37,,4,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Programme Adviser,,Home Office,Home Office,IT Strategy and HO Portfolio,,,1FC37,,18.1,44656,57553,,Programme and Project Management (PPM),,
Sep-13,Junior,,,SEO,Programme Adviser,,Home Office,Home Office,IT Strategy and HO Portfolio,,,1FC37,,13.83,32602,39537,,Programme and Project Management (PPM),,
Sep-13,Junior,,,HEO,Programme Adviser,,Home Office,Home Office,IT Strategy and HO Portfolio,,,1FC37,,9,25297,30989,,Programme and Project Management (PPM),,
Sep-13,Junior,,,EO,Programme Support Officer,,Home Office,Home Office,IT Strategy and HO Portfolio,,,1FC37,,4,20235,24789,,Programme and Project Management (PPM),,
Sep-13,Junior,,,Grade 6,Airwave Portfolio Manager,,Home Office,Home Office,Airwave,,,1FC38,,1,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 6,Airwave Senior Technical Manager,,Home Office,Home Office,Airwave,,,1FC38,,1,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 6,Business Assurance Co-ordinator,,Home Office,Home Office,Airwave,,,1FC38,,1,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave Contract Manager,,Home Office,Home Office,Airwave,,,1FC38,,1,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave Coverage Manager,,Home Office,Home Office,Airwave,,,1FC38,,1,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave engineer,,Home Office,Home Office,Airwave,,,1FC38,,3,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave Interoperability Manager,,Home Office,Home Office,Airwave,,,1FC38,,2,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave Regional Engineer,,Home Office,Home Office,Airwave,,,1FC38,,2,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave Security Engineer,,Home Office,Home Office,Airwave,,,1FC38,,1,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave Security Manager,,Home Office,Home Office,Airwave,,,1FC38,,1,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave Service Manager,,Home Office,Home Office,Airwave,,,1FC38,,1,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave Services Senior Manager,,Home Office,Home Office,Airwave,,,1FC38,,3,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Airwave Spectrum Engineer,,Home Office,Home Office,Airwave,,,1FC38,,2,44656,57553,,Information Technology,,
Sep-13,Junior,,,HEO,Airwave accreditation Manager,,Home Office,Home Office,Airwave,,,1FC38,,1,25297,30989,,Information Technology,,
Sep-13,Junior,,,HEO,Airwave Interoperability Inspector,,Home Office,Home Office,Airwave,,,1FC38,,1,25297,30989,,Information Technology,,
Sep-13,Junior,,,HEO,Airwave Project Manager,,Home Office,Home Office,Airwave,,,1FC38,,1.6,25297,30989,,Information Technology,,
Sep-13,Junior,,,HEO,Airwave Service and Customer support Manager,,Home Office,Home Office,Airwave,,,1FC38,,1,25297,30989,,Information Technology,,
Sep-13,Junior,,,HEO,Airwave Services Manager,,Home Office,Home Office,Airwave,,,1FC38,,3,25297,30989,,Information Technology,,
Sep-13,Junior,,,EO,Web Service Administrator,,Home Office,Home Office,Airwave,,,1FC38,,3,20235,24789,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Information Services Manager,,Home Office,Home Office,IS Services,,,1FC39,,2,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Information Services Manager,,Home Office,Home Office,IS Services,,,1FC39,,5,44656,57553,,Information Technology,,
