Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B93,,7.89,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B93,,13,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B93,,1,36700,43938,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B93,,1,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B93,,5,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B93,,3,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B93,,2,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B83,,3,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B83,,2,43895,56293,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B83,,2,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B83,,2,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B83,,9.8,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B83,,4,18622,22530,,Policy,,
Sep-11,Junior,,,C2 (AA),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B83,,2,15305,19200,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B40,,3,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B40,,2,43895,56293,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B40,,1,26800,36377,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A12,,3,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A12,,3,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A12,,1,36700,43938,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A12,,1,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A12,,2,21289,27317,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B39,,1,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B39,,1,43895,56293,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B39,,1,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B39,,1,26830,34534,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B94,,4,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B94,,7.21,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B94,,1,36700,43938,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B94,,1,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B94,,1,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B94,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B69,,2,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B69,,5,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B69,,3,36700,43938,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B69,,5,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B69,,1,21289,27317,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,B60,,1,55505,66221,,Human resources,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,B60,,8,43895,56293,,Human resources,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,B60,,7,36700,43938,,Human resources,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,B60,,9.83,26830,34534,,Human resources,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,B60,,3.81,21289,27317,,Human resources,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,B60,,3.62,18622,22530,,Human resources,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A15,,3.1,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A15,,5.4,43895,56293,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A15,,2,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A15,,1.8,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A15,,2,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A15,,1.6,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B87,,1,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B87,,4.8,43895,56293,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B87,,4,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B87,,2,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B87,,1,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B87,,2,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,A2,,2,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,A2,,5.8,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,A2,,3,36700,43938,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,A2,,4,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,A2,,4,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Corporate Performance,,,A2,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B54,,3,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B54,,9,43895,56293,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B54,,1.86,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B54,,3,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B54,,2,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B54,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B88,,1,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B88,,3.89,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B88,,2,36700,43938,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B88,,1,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B88,,4.53,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B88,,2.65,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B88,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B52,,9,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B52,,11.8,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B52,,2,36700,43938,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B52,,2,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B52,,3,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B52,,1.86,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B52,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B84,,3.4,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B84,,8,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B84,,1,36700,43938,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B84,,3,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B84,,9,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B84,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B46,,4,36700,43938,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B46,,1,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B46,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B82,,3,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B82,,3.9,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B82,,6.9,36700,43938,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B82,,5.9,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B82,,14.5,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B82,,14.4,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B91,,9.13,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B91,,11.3,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B91,,1.5,36700,43938,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B91,,7,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B91,,3,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B91,,2.6,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B99,,8.72,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B99,,13.91,43895,56293,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B99,,8,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B99,,5,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B99,,3,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B43,,7.8,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B43,,18.01,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B43,,2,36700,43938,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B43,,9,26830,34534,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B43,,6,26800,36377,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B43,,7,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B43,,4.69,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B53,,3,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B53,,5,43895,56293,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B53,,1,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B53,,4,26830,34534,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B53,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B100,,8,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B100,,14,43895,56293,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B100,,4,26800,36377,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B100,,3,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B100,,4,21289,27317,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B100,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,B101,,2,55505,66221,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Country programmes,,,A10,,1,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Country programmes,,,A10,,1,43895,56293,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Country programmes,,,A10,,1,21289,27317,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A7,,1,21289,27317,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Country programmes,,,B75,,2.67,43895,56293,,Policy,,
Sep-11,Junior,,,A2L (SEO),Administrator,,Department for International Development,Department for International Development,Country programmes,,,B75,,3,36700,43938,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Country programmes,,,B75,,1.48,26830,34534,,Policy,,
Sep-11,Junior,,,C1 (AO),Administrator,,Department for International Development,Department for International Development,Country programmes,,,B75,,1,18622,22530,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A22,,1,55505,66221,,Policy,,
Sep-11,Junior,,,B1D (Faststream),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A22,,1,26800,36377,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Policy & International,,,A22,,1,21289,27317,,Policy,,
Sep-11,Junior,,,A1 (G6),Administrator,,Department for International Development,Department for International Development,Country programmes,,,A16,,2,55505,66221,,Policy,,
Sep-11,Junior,,,A2 (G7),Administrator,,Department for International Development,Department for International Development,Country programmes,,,A16,,1,43895,56293,,Policy,,
Sep-11,Junior,,,B1 (HEO),Administrator,,Department for International Development,Department for International Development,Country programmes,,,A16,,2,26830,34534,,Policy,,
Sep-11,Junior,,,B2 (EO),Administrator,,Department for International Development,Department for International Development,Country programmes,,,A16,,1.6,21289,27317,,Policy,,
Mar-13,Senior,A1,Mark Lowcock,SCS4,Permanent Secretary,Permanent Secretary,Department for International Development,DFID,DFID,0845 300 4100,enquiry@dfid.gov.uk,XX,623004,1,160000,164999,,,,1
Mar-13,Senior,A2,Richard Calvert,SCS3,DG Corporate Performance,"Responsible for high quality financial & corporate management with focus on results, VfM & Transparency. Delivery of lower cost professional sorporate centre & increrasing shared services with OGDs.",Department for International Development,DFID,Finance & Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A1,1396375,1,125000,129999,,,,1
Mar-13,Senior,A3,Michael Anderson,SCS3,DG Policy & Global Programmes,"Policy development & Implementation. Development 
spending through UN, WB & International Organs. 
Research, Evidence & VfM.",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A1,449902,1,120000,124999,,,,1
Mar-13,Senior,A5,Joy Hutcheon,SCS3,"DG Africa, South and East Asia and Western Hemisphere",Supervision of UK Bilateral Aid across 35 developing countries.  Relationship Management at Finance Minister level in key countries.Supervision of UK Emergency Humanitarian responses.,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A1,554336,1,105000,109999,,,,1
Mar-13,Senior,A6,ND,SCS2,Director of West & Southern Africa,Deliver Africa Divisionâ€™s DPF to reduce poverty in West and Southern Africa,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A5,944830,1,105000,109999,,,,1
Mar-13,Senior,A7,Nick Dyer,SCS2,Director Policy,"Develop, support and promote policy that assists poverty reduction & achievement of the MDGs. Work closely with the Hed of Research & DFID's research programme, to ensure a strong two way relationship between policy and research.",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A3,574093,1,90000,94999,,,,1
Mar-13,Senior,A8,ND,SCS2,"Head of  DFID, Zimbabwe",Deliver a high quality development programme in Zimbabwe,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A6,0,1,115000,119999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,A10,Moazzam Malik,SCS2,Director of Western Asia & Stabilisation,"Manage the Stabilisation Unit, across Government body tasked to provide civilian support and advice on stabilisation in the wake of conflict.",Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A22,315339,1,90000,94999,,,,1
Mar-13,Senior,A11,"Manuel, Marcus",SCS2,Prog Director/BIS Head of Cape /Secondment to ODI,"Head of ODI's Centre for Aid and Public expenditure and Programme Director of new initiative to improve budget effectiveness, transparency and accountability in Fragile States.",Department for International Development,DFID,DFID,0845 300 4100,enquiry@dfid.gov.uk,XX,0,0.92,85000,89999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,A12,ND,SCS2,Director Human Resources,"Represent DFID in the UK Government more widely on people management & corporate performance and ensure effective relationships with HMT, FCO, MOD & OGDs.",Department for International Development,DFID,Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A2,599239,1,100000,104999,,,,1
Mar-13,Senior,A13,"Sharpe, Sam",SCS2,"Head of  DFID, India",Deliver a high quality development programme in India,Department for International Development,DFID,Finance & Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A5,0,1,95000,99999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,A14,ND,SCS2,Director International Relations,"Manage DFID's relations with EC, European Member States & other donor countries. Represent the British Government in major multilatral and bilateral negotiations on the international system.",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A3,309659,1,90000,94999,,,,1
Mar-13,Senior,A15,ND,SCS2,Director Intrnational Finance & Dev Effectiveness Division,"Manage DFID's relations with the WB, IMF, Reg Dev Banks & Dev Finance Institutions. Manage private sectorinfrastructure investments & the CDC. Work in partnership with other DFID divisions and other Whitehall Depts -including No 10 & Treasury.",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A3,846855,1,90000,94999,,,,1
Mar-13,Senior,A16,"Wardell, Sue",SCS2,"Director Security & Humanitarian & Middle East, Caribbean & OTs",Responsibility for overseeing policy and resources for CHASE and the regions.,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A5,27317,1,95000,99999,,,,1
Mar-13,Senior,A19,Donal Brown,SCS2,Acting Director East and Central Africa,"Responsibility for east and central Africa including Ethiopia, Kenya and Somalia, Rwanda and Burundi, Sudan, Tanzania and Uganda.",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A5,703289,1,80000,84999,,,,1
Mar-13,Senior,A20,Chris Whitty,SCS2,Chief Scientific Advisor / Director Research & Evidence,"Chief Scientific Advisor and Director Research 
& Evidence",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A3,1107561,1,0,0,,,,1
Mar-13,Senior,A21,Ditchburn Liz,SCS2,"Director, Value for Money","Responsible for DFID's financial management, corporate performance and delivery of Change. Improve the value for money achieved by DFID in delivering it's Public Service Agreement.",Department for International Development,DFID,Finance & Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A2,1019502,1,90000,94999,,,,1
Mar-13,Senior,A22,Bowman Mark,SCS3,"Director General Humanitarian, Security, Conflict and International Finance","Director General Humanitarian, Security, 
Conflict and International Finance",Department for International Development,DFID,Policy & International,846 300 4100,enquiry@dfid.gov.uk,A1,360436,1,120000,124999,,,,1
Mar-13,Senior,A23,Dercon Stefan,SCS2,Chief Economist,Chief Economist,Department for International Development,DFID,Finance & Corporate Performance,847 300 4100,enquiry@dfid.gov.uk,A3,334466,1,90000,94999,,,,1
Mar-13,Senior,B38,James Helm,SCS1,"Deputy Director, Director of Communications",Director ofCommunications,Department for International Development,DFID,Finance & Corporate Performance,848 300 4100,enquiry@dfid.gov.uk,A2,2173074,1,85000,89999,,,,1
Mar-13,Senior,B41,Agnew Charles,SCS1,"Deputy Director, Head of Information Systems Department","Overall management of Information Systems in DFID. Includes Business Analysis, Systems Development, Help Desk and Operations, Technical Change Management and Technical Archicture teams.",Department for International Development,DFID,Finance & Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A2,3354330,1,65000,69999,,,,1
Mar-13,Senior,B42,Amery Jenny,SCS1,"Deputy Director, Chief Professional Officer Human Development (Education and Health)",Chief Professional Officer Health and Education,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A20,143277,1,65000,69999,,,,1
Mar-13,Senior,B43,Austin Chris,SCS1,"Deputy Director, Conflict Humanitarian And Security Department",Head of Department,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A3,3126086,1,80000,84999,,,,1
Mar-13,Senior,B44,Barrett John,SCS1,Head of the DFID-Pakistan Flood Response Team,"Leading a team of 17 staff with a budget of Â£134 million to shape and deliver the UK response to the catastrophic floods in 2010, which were the world's largest ever natural disaster.",Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,B89,163552,1,70000,74999,,,,1
Mar-13,Senior,B46,Bland Simon,SCS1,"Deputy Director, Head of Global Funds Department and DFID Representative Geneva",Head of DFID Global Funds Department and DFID Representative to UN and International Development Organisations in Geneva.,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A15,254430,1,75000,79999,,,,1
Mar-13,Senior,B47,Blundell Adrian,SCS1,"Deputy Director, Head of HR Operations","Covering Payroll and Pensions, HR Direct, HR Core Support, HR Systems, Security, Health, Work and Wellbeing, UK Estates, Facilities Management and International Operational Sustainability.",Department for International Development,DFID,Finance & Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A12,2164588,1,65000,69999,,,,1
Mar-13,Senior,B48,Bowden Martin,SCS1,"Deputy Director, Head of Profession, Procurement","Head of Profession, Procurement",Department for International Development,DFID,Finance & Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A21,1407751,1,75000,79999,,,,1
Mar-13,Senior,B49,Carriere Elizabeth,SCS1,"Deputy Director, Head of DFID Rwanda and Burundi",Senior Managment: Lead the successful delivery of DFID's programmes in Rwanda and Burundi,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A5,0,1,65000,69999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B50,Cassidy Eamon,SCS1,"Deputy Director, Head of trade and Development. Joint Trade policy Unit",Head of Department,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A14,599813,1,75000,79999,,,,1
