Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,1,"47,847","57,432",Social Research,,
Sep-12,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,0.81,"43,221","51,814",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD52,,1.6,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,1.81,"26,745","30,923",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,0.94,"35,590","42,542",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD52,,0.6,"35,590","42,542",Policy,,
Sep-12,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,2,"33,072","39,404",Policy,,
Sep-12,Junior,,,AA (L),Administrative Assistant,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1.58,"18,787","19,785",Policy,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,4,"21,024","22,816",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,6.6,"25,363","29,063",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,2,"26,840","33,654",Policy,,
Sep-12,Junior,,,FS (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,"26,840","33,654",Policy,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,3,"57,936","68,990",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,5.4,"47,847","57,432",Policy,,
Sep-12,Junior,,,G7 (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,"47,847","57,432",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,"47,847","57,432",Social Research,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,8.89,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (L),Higher Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,2,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (N),Higher Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,"26,745","30,923",Operational Research,,
Sep-12,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,"26,745","30,923",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,6.67,"35,590","42,542",Policy,,
Sep-12,Junior,,,SEO (L),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,"35,590","42,542",Policy,,
Sep-12,Junior,,,SEO (L),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,2,"35,590","42,542",Science and Engineering,,
Sep-12,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,"33,072","39,404",Policy,,
Sep-12,Junior,,,AA (L),Administrative Assistant,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,2,"18,787","19,785",Policy,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,1,"21,024","22,816",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,3.7,"25,363","29,063",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,4.4,"47,847","57,432",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,1,"47,847","57,432",Science and Engineering,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,7,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,1,"29,848","34,584",Science and Engineering,,
Sep-12,Junior,,,HEO (L),Higher Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,1,"29,848","34,584",Science and Engineering,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,4,"35,590","42,542",Policy,,
Sep-12,Junior,,,SEO (L),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,2,"35,590","42,542",Science and Engineering,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,3,"21,024","22,816",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,4,"25,363","29,063",Policy,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,2,"57,936","68,990",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,1,"47,847","57,432",Operational Research,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,4.92,"47,847","57,432",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,1,"47,847","57,432",Science and Engineering,,
Sep-12,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,1.86,"43,221","51,814",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,7,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,1,"26,745","30,923",Policy,,
Sep-12,Junior,,,HEO (N),Higher Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,1,"26,745","30,923",Science and Engineering,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,4.89,"35,590","42,542",Policy,,
Sep-12,Junior,,,SEO (L),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,1,"35,590","42,542",Policy,,
Sep-12,Junior,,,SEO (L),Senior Professional and Technology Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,1,"35,590","42,542",Science and Engineering,,
Sep-12,Junior,,,SEO (N),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD58,,1,"33,072","39,404",Science and Engineering,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD59,,2,"21,024","22,816",Operational Delivery,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD59,,3,"25,363","29,063",Operational Delivery,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD59,,3,"57,936","68,990",Operational Delivery,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD59,,7,"47,847","57,432",Operational Delivery,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD59,,3,"29,848","34,584",Operational Delivery,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD59,,2,"35,590","42,542",Operational Delivery,,
Sep-12,Junior,,,SEO (L),Senior Professional and Technology Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD59,,18,"35,590","42,542",Operational Delivery,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,1.69,"21,024","22,816",Property and asset management,,
Sep-12,Junior,,,AO (N),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,2,"18,398","19,907",Property and asset management,,
Sep-12,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,5,"22,698","25,903",Property and asset management,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,1,"57,936","68,990",Property and asset management,,
Sep-12,Junior,,,G6 (N),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,1.86,"52,708","63,170",Property and asset management,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,3.51,"47,847","57,432",Property and asset management,,
Sep-12,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,4,"43,221","51,814",Property and asset management,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,1,"29,848","34,584",Property and asset management,,
Sep-12,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,1,"26,745","30,923",Property and asset management,,
Sep-12,Junior,,,HEO (N),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,1,"26,745","30,923",Property and asset management,,
Sep-12,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,2.92,"33,072","39,404",Property and asset management,,
Sep-12,Junior,,,SEO (N),Senior Professional and Technology Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,,,DD6,,1,"33,072","39,404",Property and asset management,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD60,,2,"25,363","29,063",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD60,,1,"26,840","33,654",Policy,,
Sep-12,Junior,,,FS (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD60,,1,"26,840","33,654",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD60,,3,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD60,,2.6,"29,848","34,584",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD60,,2,"35,590","42,542",Policy,,
Sep-12,Junior,,,AA (L),Administrative Assistant,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD62,,3,"18,787","19,785",Policy,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD62,,3,"21,024","22,816",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD62,,5,"25,363","29,063",Policy,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD62,,1,"57,936","68,990",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD62,,5.29,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD62,,7,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD62,,1,"29,848","34,584",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD62,,4,"35,590","42,542",Policy,,
Sep-12,Junior,,,AA (L),Administrative Assistant,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD63,,0.5,"18,787","19,785",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD63,,3,"25,363","29,063",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD63,,3.81,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD63,,9,"29,848","34,584",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD63,,2.78,"35,590","42,542",Policy,,
Sep-12,Junior,,,SEO (L),Senior Professional and Technology Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Risk Management,,,DD63,,1,"35,590","42,542",Policy,,
Sep-12,Junior,,,AA (L),Administrative Assistant,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,1,"18,787","19,785",Policy,,
Sep-12,Junior,,,AO (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,1,"21,024","22,816",Communications,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,8.83,"21,024","22,816",Policy,,
Sep-12,Junior,,,AO (N),Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,0.81,"18,398","19,907",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,2.1,"25,363","29,063",Communications,,
Sep-12,Junior,,,EO (L),Senior Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,1,"25,363","29,063",Communications,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,12.03,"25,363","29,063",Policy,,
Sep-12,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,2,"22,698","25,903",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,1,"26,840","33,654",Policy,,
Sep-12,Junior,,,G6 (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,0.92,"57,936","68,990",Communications,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,3,"47,847","57,432",Communications,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,2,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,2,"29,848","34,584",Communications,,
Sep-12,Junior,,,HEO (L),Information Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,1,"29,848","34,584",Communications,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,7,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,0.4,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,1,"26,745","30,923",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,1,"35,590","42,542",Communications,,
Sep-12,Junior,,,SEO (L),Senior Information Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,1,"35,590","42,542",Communications,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD64,,3,"35,590","42,542",Policy,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD65,,3,"57,936","68,990",Communications,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD65,,3,"47,847","57,432",Communications,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD65,,2,"29,848","34,584",Communications,,
Sep-12,Junior,,,HEO (L),Information Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD65,,8.6,"29,848","34,584",Communications,,
Sep-12,Junior,,,HEO (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD65,,1,"29,848","34,584",Communications,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD65,,2,"35,590","42,542",Communications,,
Sep-12,Junior,,,SEO (L),Senior Information Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,,,DD65,,5,"35,590","42,542",Communications,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD66,,2,"25,363","29,063",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD66,,3,"26,840","33,654",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD66,,2,"47,847","57,432",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD66,,1,"35,590","42,542",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD66,,1,"29,848","34,584",Policy,,
Sep-12,Junior,,,SEO (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD66,,1,"35,590","42,542",Policy,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD67,,1,"21,024","22,816",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD67,,1,"25,363","29,063",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD67,,4,"26,840","33,654",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD67,,3,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD67,,1,"29,848","34,584",Policy,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD68,,2,"21,024","22,816",Economics,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD68,,1,"26,840","33,654",Economics,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD68,,1,"57,936","68,990",Economics,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD68,,5,"47,847","57,432",Economics,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD68,,0.8,"47,847","57,432",Social Research,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD68,,1,"29,848","34,584",Statisticians,,
Sep-12,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Analysis & Chief Economist,,,DD69,,1,"22,698","25,903",Policy,,
Sep-12,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Analysis & Chief Economist,,,DD69,,1,"43,221","51,814",Statisticians,,
Sep-12,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Analysis & Chief Economist,,,DD69,,1.76,"26,745","30,923",Statisticians,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD7,,1,"21,024","22,816",Finance,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD7,,2,"57,936","68,990",Finance,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD7,,6,"47,847","57,432",Finance,,
Sep-12,Junior,,,G7 (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD7,,1,"47,847","57,432",Finance,,
