Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid?
Mar-16,Junior,,,C5,Communications Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Communications Directorate,,,19100,,25.46,"33,428","40,905",,Communications,,
Mar-16,Junior,,,C4,Communications Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Communications Directorate,,,19100,,14.9,"26,640","32,834",,Communications,,
Mar-16,Junior,,,B3,Communications Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Communications Directorate,,,19100,,12,"21,889","27,658",,Communications,,
Mar-16,Junior,,,A2,Communications Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Communications Directorate,,,19100,,6,"19,805","21,912",,Communications,,
Mar-16,Junior,,,SMS1,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Central Units,,,19300,,8,"62,000","117,800",,Policy,,
Mar-16,Junior,,,D7,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Central Units,,,19300,,31.59,"55,434","68,539",,Policy,,
Mar-16,Junior,,,D6,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Central Units,,,19300,,37.2,"43,967","56,339",,Policy,,
Mar-16,Junior,,,C5,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Central Units,,,19300,,16.2,"33,428","40,905",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Central Units,,,19300,,40.49,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Central Units,,,19300,,39.4,"21,889","27,658",,Policy,,
Mar-16,Junior,,,A2,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Central Units,,,19300,,48.46,"19,805","21,912",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Political,,,11000,,1,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Political,,,11000,,1,"21,889","27,658",,Policy,,
Mar-16,Junior,,,SMS1,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,,,11100,,13,"62,000","117,800",,Policy,,
Mar-16,Junior,,,D7,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,,,11100,,16,"55,434","68,539",,Policy,,
Mar-16,Junior,,,D6,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,,,11100,,36.8,"43,967","56,339",,Policy,,
Mar-16,Junior,,,C5,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,,,11100,,16,"33,428","40,905",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,,,11100,,60,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,,,11100,,27.83,"21,889","27,658",,Policy,,
Mar-16,Junior,,,A2,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,,,11100,,14.5,"19,805","21,912",,Policy,,
Mar-16,Junior,,,SMS1,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,,,11300,,23,"62,000","117,800",,Policy,,
Mar-16,Junior,,,D7,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,,,11300,,31,"55,434","68,539",,Policy,,
Mar-16,Junior,,,D6,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,,,11300,,68,"43,967","56,339",,Policy,,
Mar-16,Junior,,,C5,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,,,11300,,33.72,"33,428","40,905",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,,,11300,,110,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,,,11300,,32.5,"21,889","27,658",,Policy,,
Mar-16,Junior,,,A2,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,,,11300,,37.24,"19,805","21,912",,Policy,,
Mar-16,Junior,,,A1,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,,,11300,,1,"18,337","18,337",,Policy,,
Mar-16,Junior,,,SMS1,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,,,11400,,7,"62,000","117,800",,Policy,,
Mar-16,Junior,,,D7,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,,,11400,,17,"55,434","68,539",,Policy,,
Mar-16,Junior,,,D6,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,,,11400,,20,"43,967","56,339",,Policy,,
Mar-16,Junior,,,C5,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,,,11400,,15,"33,428","40,905",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,,,11400,,33,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,,,11400,,15,"21,889","27,658",,Policy,,
Mar-16,Junior,,,A2,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,,,11400,,10,"19,805","21,912",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Defence & Intelligence,,,12600,,2,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Defence & Intelligence,,,12600,,1,"21,889","27,658",,Policy,,
Mar-16,Junior,,,SMS1,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,,,12600,,20,"62,000","117,800",,Policy,,
Mar-16,Junior,,,D7,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,,,12600,,31,"55,434","68,539",,Policy,,
Mar-16,Junior,,,D6,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,,,12600,,41,"43,967","56,339",,Policy,,
Mar-16,Junior,,,C5,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,,,12600,,17,"33,428","40,905",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,,,12600,,50,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,,,12600,,19,"21,889","27,658",,Policy,,
Mar-16,Junior,,,A2,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,,,12600,,11,"19,805","21,912",,Policy,,
Mar-16,Junior,,,SMS1,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Overseas Territories Directorate,,,12406,,3,"62,000","117,800",,Policy,,
Mar-16,Junior,,,D7,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Overseas Territories Directorate,,,12406,,5,"55,434","68,539",,Policy,,
Mar-16,Junior,,,D6,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Overseas Territories Directorate,,,12406,,17,"43,967","56,339",,Policy,,
Mar-16,Junior,,,C5,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Overseas Territories Directorate,,,12406,,10,"33,428","40,905",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Overseas Territories Directorate,,,12406,,9,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Overseas Territories Directorate,,,12406,,9,"21,889","27,658",,Policy,,
Mar-16,Junior,,,A2,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Overseas Territories Directorate,,,12406,,5,"19,805","21,912",,Policy,,
Mar-16,Junior,,,SMS1,Procurement Support Officer ,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Operations (Formerly C&D),,,14000,,7.7,"62,000","117,800",,Policy,,
Mar-16,Junior,,,D7,Procurement Support Officer ,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Operations (Formerly C&D),,,14000,,18.01,"55,434","68,539",,Policy,,
Mar-16,Junior,,,D6,Procurement Support Officer ,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Operations (Formerly C&D),,,14000,,39.95,"43,967","56,339",,Policy,,
Mar-16,Junior,,,C5,Procurement Support Officer ,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Operations (Formerly C&D),,,14000,,33,"33,428","40,905",,Policy,,
Mar-16,Junior,,,C4,Procurement Support Officer ,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Operations (Formerly C&D),,,14000,,77.6,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Procurement Support Officer ,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Operations (Formerly C&D),,,14000,,46.29,"21,889","27,658",,Policy,,
Mar-16,Junior,,,A2,Procurement Support Officer ,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Operations (Formerly C&D),,,14000,,26.6,"19,805","21,912",,Policy,,
Mar-16,Junior,,,A1,Procurement Support Officer ,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Operations (Formerly C&D),,,14000,,6.76,"18,337","18,337",,Policy,,
Mar-16,Junior,,,D7,Operations Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Corporate Services Centre,,,14400,,2,"55,434","68,539",,Operational Delivery,,
Mar-16,Junior,,,D6,Operations Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Corporate Services Centre,,,14400,,5,"43,967","56,339",,Operational Delivery,,
Mar-16,Junior,,,C5,Operations Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Corporate Services Centre,,,14400,,8,"33,428","40,905",,Operational Delivery,,
Mar-16,Junior,,,C4,Operations Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Corporate Services Centre,,,14400,,14.58,"26,640","32,834",,Operational Delivery,,
Mar-16,Junior,,,B3,Operations Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Corporate Services Centre,,,14400,,52.18,"21,889","27,658",,Operational Delivery,,
Mar-16,Junior,,,A2,Operations Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Corporate Services Centre,,,14400,,88.57,"19,805","21,912",,Operational Delivery,,
Mar-16,Junior,,,SMS1,Internal Auditor,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Internal Audit Directorate,,,14300,,1,"62,000","117,800",,Internal Audit,,
Mar-16,Junior,,,D7,Internal Auditor,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Internal Audit Directorate,,,14300,,1.2,"55,434","68,539",,Internal Audit,,
Mar-16,Junior,,,D6,Internal Auditor,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Internal Audit Directorate,,,14300,,1,"43,967","56,339",,Internal Audit,,
Mar-16,Junior,,,C5,Internal Auditor,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Internal Audit Directorate,,,14300,,3,"33,428","40,905",,Internal Audit,,
Mar-16,Junior,,,C4,Internal Auditor,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Internal Audit Directorate,,,14300,,3,"26,640","32,834",,Internal Audit,,
Mar-16,Junior,,,B3,Internal Auditor,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Internal Audit Directorate,,,14300,,8,"21,889","27,658",,Internal Audit,,
Mar-16,Junior,,,SMS1,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Multilateral Directorate,,,12600,,12,"62,000","117,800",,Policy,,
Mar-16,Junior,,,D7,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Multilateral Directorate,,,12600,,19,"55,434","68,539",,Policy,,
Mar-16,Junior,,,D6,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Multilateral Directorate,,,12600,,36.44,"43,967","56,339",,Policy,,
Mar-16,Junior,,,C5,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Multilateral Directorate,,,12600,,12,"33,428","40,905",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Multilateral Directorate,,,12600,,45,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Multilateral Directorate,,,12600,,33.66,"21,889","27,658",,Policy,,
Mar-16,Junior,,,A2,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Multilateral Directorate,,,12600,,18.5,"19,805","21,912",,Policy,,
Mar-16,Junior,,,SMS1,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Protocol,,,14000,,1,"62,000","117,800",,Policy,,
Mar-16,Junior,,,D7,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Protocol,,,14000,,2,"55,434","68,539",,Policy,,
Mar-16,Junior,,,D6,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Protocol,,,14000,,3,"43,967","56,339",,Policy,,
Mar-16,Junior,,,C5,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Protocol,,,14000,,7,"33,428","40,905",,Policy,,
Mar-16,Junior,,,C4,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Protocol,,,14000,,8,"26,640","32,834",,Policy,,
Mar-16,Junior,,,B3,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Protocol,,,14000,,28.07,"21,889","27,658",,Policy,,
Mar-16,Junior,,,A2,Policy Support Officer,,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Protocol,,,14000,,19.56,"19,805","21,912",,Policy,,
Mar-16,Junior,,,SMS1,Operations Support Officer,,Foreign and Commonwealth Office,Wilton Park,Wilton Park,,,20000,,2,"62,000","117,800",,Other,,
Mar-16,Junior,,,D7,Operations Support Officer,,Foreign and Commonwealth Office,Wilton Park,Wilton Park,,,20000,,1,"55,434","68,539",,Other,,
Mar-16,Junior,,,D6,Operations Support Officer,,Foreign and Commonwealth Office,Wilton Park,Wilton Park,,,20000,,6,"43,967","56,339",,Other,,
Mar-16,Junior,,,C5,Operations Support Officer,,Foreign and Commonwealth Office,Wilton Park,Wilton Park,,,20000,,1,"33,428","40,905",,Other,,
Mar-16,Junior,,,C4,Operations Support Officer,,Foreign and Commonwealth Office,Wilton Park,Wilton Park,,,20000,,12.94,"26,640","32,834",,Other,,
Mar-16,Junior,,,B3,Operations Support Officer,,Foreign and Commonwealth Office,Wilton Park,Wilton Park,,,20000,,19.75,"21,889","27,658",,Other,,
Mar-16,Junior,,,A2,Operations Support Officer,,Foreign and Commonwealth Office,Wilton Park,Wilton Park,,,20000,,16.18,"19,805","21,912",,Other,,
Mar-16,Junior,,,A1,Operations Support Officer,,Foreign and Commonwealth Office,Wilton Park,Wilton Park,,,20000,,8.67,"18,337","18,337",,Other,,
Sep-11,Senior,10000,Simon Fraser,SCS4,Permanent Under-Secretary and Head of the Diplomatic Service,Leading the FCO and the Diplomatic Service,Foreign and Commonwealth Office,Foreign and Commonwealth Office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,XX,0,1,180000,184999,,Policy,,
Sep-11,Senior,11000,Geoffrey Adams,SCS3,Director General Political,Providing senior policy advice at Board level,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Political,0207 008 1500,dp-foi.img@fco.gov.uk,10000,402715,1,125000,129999,,Policy,,
Sep-11,Senior,11100,Karen Pierce,SCS2,Director South Asia and Afghanistan,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,10782927,1,85000,89999,,Policy,,
Sep-11,Senior,11101,William Patey,SCS3,HMA Kabul,Representing British interests in Afghanistan,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,130000,134999,,Policy,,
Sep-11,Senior,11102,Richard Stagg,SCS3,BHC New Delhi,Representing British interests in India,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,135000,139999,,Policy,,
Sep-11,Senior,11103,Adam Thomson,SCS3,BHC Islamabad,Representing British interests in Pakistan,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,125000,129999,,Policy,,
Sep-11,Senior,11104,Robert Gibson,SCS2,BHC Dhaka,Representing British interests in Bangladesh,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,80000,84999,,Policy,,
Sep-11,Senior,11105,Michael O'Neill,SCS2,"Head of Provincial Reconstruction Team and NATO Senior Civilian Representative, Helmand",Representing British interests in Helmand Province,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,80000,84999,,Policy,,
Sep-11,Senior,11106,John Rankin,SCS2,BHC Colombo,Representing British interests in Sri Lanka,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11107,Catherine Royle,SCS2,Deputy Head of Mission Kabul,Representing British interests in Afghanistan,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,80000,84999,,Policy,,
Sep-11,Senior,11108,Mark Sedwill,SCS3,Special Representative for Afghanistan and Pakistan,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth Office,South Asia & Afghanistan Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,130000,134999,,Policy,,
Sep-11,Senior,11200,Anwar Choudhury,SCS2,Director International Institutions,Senior policy advice on international organisations,Foreign and Commonwealth Office,Foreign and Commonwealth Office,International Institutions Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,6288151,1,85000,89999,,Policy,,
Sep-11,Senior,11201,Mariot Leslie,SCS3,Ambassador and Permanent Representative to NATO,Representing British interests at NATO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,International Institutions Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,120000,124999,,Policy,,
Sep-11,Senior,11202,Mark Lyall Grant,SCS3,Permanent Representative and Ambassador to the United Nations,Representing British interests at the UN,Foreign and Commonwealth Office,Foreign and Commonwealth Office,International Institutions Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,140000,144999,,Policy,,
Sep-11,Senior,11203,Paul Flaherty,SCS2,Deputy Permanent Representative to NATO,Representing British interests at NATO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,International Institutions Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,90000,94999,,Policy,,
Sep-11,Senior,11204,Philip Parham,SCS2,Ambassador & Deputy Permanent Representative to the United Nations,Representing British interests at the UN,Foreign and Commonwealth Office,Foreign and Commonwealth Office,International Institutions Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11300,Christian Turner,SCS2,Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,13256164,1,80000,84999,,Policy,,
Sep-11,Senior,11301,Michael Aron,SCS2,HMA Baghdad,Representing British interests in Iraq,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,90000,94999,,Policy,,
Sep-11,Senior,11302,Tom Phillips,SCS3,HMA Riyadh,Representing British interests in Saudi Arabia,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,135000,139999,,Policy,,
Sep-11,Senior,11304,James Watt,SCS2,HMA Cairo,Representing British interests in Egypt,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11305,Francis Baker,SCS2,HMA Kuwait,Representing British interests in Kuwait,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11306,Simon Collis,SCS2,HMA Damascus,Representing British interests in Syria,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,80000,84999,,Policy,,
Sep-11,Senior,11307,Vincent Fean,SCS2,"Head of Post, Jerusalem",Representing British interests in Israel,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11308,Matthew Gould,SCS2,HMA Tel Aviv,Representing British interests in Israel,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11310,Dominic Jermey,SCS2,HMA United Arab Emirates,Representing British interests in the UAE,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11311,Peter Millett,SCS2,HMA Amman,Representing British interests in Jordan,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,90000,94999,,Policy,,
Sep-11,Senior,11312,John Jenkins,SCS3,HMA Tripoli,Representing British interests in Libya,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,110000,114999,,Policy,,
Sep-11,Senior,11313,John Hawkins,SCS2,HMA Doha,Representing British interests in Qatar,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11314,Richard Northern,SCS2,Libya Unit,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11315,Jon Davies,SCS2,Additional Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,80000,84999,,Policy,,
Sep-11,Senior,11316,Liane Saunders,SCS2,Additional Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,80000,84999,,Policy,,
Sep-11,Senior,11400,Vacant,SCS2,Director Eastern Europe and Central Asia,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,N/A,dp-foi.img@fco.gov.uk,11000,4573173,1,0,0,,Policy,,
Sep-11,Senior,11401,Anne Pringle,SCS3,HMA Moscow,Representing British interests in Moscow,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,120000,124999,,Policy,,
Sep-11,Senior,11402,Denis Keefe,SCS2,DHM Moscow,Representing British interests in Moscow,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,11403,Leigh Turner,SCS2,"Head of Post, Kiev",Representing British interests in Ukraine,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Eastern Europe and Central Asia Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,89999,,Policy,,
Sep-11,Senior,12000,Robert Hannigan,SCS3,Director General Defence & Intelligence,Providing senior policy advice at Board level,Foreign and Commonwealth Office,Foreign and Commonwealth Office,DG Defence & Intelligence,0207 008 1500,dp-foi.img@fco.gov.uk,10000,2624652,1,130000,134999,,Policy,,
Sep-11,Senior,12200,Angus Lapsley,SCS2,Director Americas,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,9694519,1,80000,84999,,Policy,,
Sep-11,Senior,12201,Nigel Sheinwald,SCS4,HMA Washington,Representing British interests in USA,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,175000,179999,,Policy,,
Sep-11,Senior,12202,Alan Charlton,SCS3,HMA Brasilia,Representing British interests in Brazil,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,115000,119999,,Policy,,
Sep-11,Senior,12203,Philip Barton,SCS2,DHM Washington,Representing British interests in USA,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,85000,89999,,Policy,,
Sep-11,Senior,12204,Daniel Lopez,SCS2,Consul General and Director General Trade and Investment USA,Supporting UK companies and foreign investment,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,120000,124999,,Policy,,
